theme,FundingName,year,recipients,totalAwarded,maxAwarded,avgAwarded,id
child,Walcot Foundation,2014,1,"£60,000","£60,000","£60,000",child-Walcot Foundation
child,Walcot Foundation,2015,1,"£8,963","£8,963","£8,963",child-Walcot Foundation
child,Walcot Foundation,2017,5,"£189,510","£108,000","£37,902",child-Walcot Foundation
child,Wiltshire Community Foundation,2015,25,"£128,645","£15,000","£5,146",child-Wiltshire Community Foundation
child,Wiltshire Community Foundation,2016,21,"£241,341","£112,426","£11,492",child-Wiltshire Community Foundation
child,Wiltshire Community Foundation,2017,6,"£222,327","£156,257","£37,055",child-Wiltshire Community Foundation
child,Wolfson Foundation,2014,7,"£1,429,000","£1,000,000","£204,143",child-Wolfson Foundation
child,Wolfson Foundation,2015,7,"£1,752,000","£1,500,000","£250,286",child-Wolfson Foundation
child,Wolfson Foundation,2016,7,"£2,180,000","£1,500,000","£311,429",child-Wolfson Foundation
child,Woodward Charitable Trust,2004,22,"£47,550","£6,226","£2,161",child-Woodward Charitable Trust
child,Woodward Charitable Trust,2005,37,"£97,722","£15,000","£2,641",child-Woodward Charitable Trust
child,Woodward Charitable Trust,2006,18,"£40,369","£8,000","£2,243",child-Woodward Charitable Trust
child,Woodward Charitable Trust,2007,31,"£78,500","£15,000","£2,532",child-Woodward Charitable Trust
child,Woodward Charitable Trust,2008,25,"£69,615","£30,000","£2,785",child-Woodward Charitable Trust
child,Woodward Charitable Trust,2009,28,"£34,062","£3,200","£1,217",child-Woodward Charitable Trust
child,Woodward Charitable Trust,2010,35,"£63,778","£15,000","£1,822",child-Woodward Charitable Trust
child,Woodward Charitable Trust,2011,24,"£37,949","£10,000","£1,581",child-Woodward Charitable Trust
child,Woodward Charitable Trust,2012,21,"£20,405","£3,000",£972,child-Woodward Charitable Trust
child,Woodward Charitable Trust,2013,39,"£38,200","£7,500",£979,child-Woodward Charitable Trust
child,Woodward Charitable Trust,2014,56,"£40,150","£3,000",£717,child-Woodward Charitable Trust
child,Woodward Charitable Trust,2015,42,"£34,600","£4,000",£824,child-Woodward Charitable Trust
child,Woodward Charitable Trust,2016,18,"£20,000","£5,000","£1,111",child-Woodward Charitable Trust
child,Woodward Charitable Trust,2017,22,"£16,550","£1,500",£752,child-Woodward Charitable Trust
child,ZING,2015,1,"£50,000","£50,000","£50,000",child-ZING
child,ZING,2016,1,"£105,000","£105,000","£105,000",child-ZING
child,ZING,2017,1,"£100,000","£100,000","£100,000",child-ZING
community,A B Charitable Trust,2013,1,"£10,000","£10,000","£10,000",community-A B Charitable Trust
community,A B Charitable Trust,2014,1,"£5,000","£5,000","£5,000",community-A B Charitable Trust
community,A B Charitable Trust,2015,2,"£25,000","£15,000","£12,500",community-A B Charitable Trust
community,A B Charitable Trust,2016,1,"£10,000","£10,000","£10,000",community-A B Charitable Trust
community,A B Charitable Trust,2017,1,"£10,000","£10,000","£10,000",community-A B Charitable Trust
community,Barrow Cadbury Trust,2012,7,"£207,400","£47,000","£29,629",community-Barrow Cadbury Trust
community,Barrow Cadbury Trust,2013,7,"£143,800","£45,000","£20,543",community-Barrow Cadbury Trust
community,Barrow Cadbury Trust,2014,6,"£269,000","£75,000","£44,833",community-Barrow Cadbury Trust
community,Barrow Cadbury Trust,2015,6,"£165,490","£60,000","£27,582",community-Barrow Cadbury Trust
community,Barrow Cadbury Trust,2016,5,"£87,867","£35,000","£17,573",community-Barrow Cadbury Trust
community,Barrow Cadbury Trust,2017,6,"£263,450","£70,450","£43,908",community-Barrow Cadbury Trust
community,BBC Children in Need,2013,9,"£625,544","£89,319","£69,505",community-BBC Children in Need
community,BBC Children in Need,2014,23,"£1,846,353","£116,968","£80,276",community-BBC Children in Need
community,BBC Children in Need,2015,66,"£2,348,695","£108,388","£35,586",community-BBC Children in Need
community,Birmingham City Council,2014,263,"£982,960","£123,675","£3,737",community-Birmingham City Council
community,Birmingham City Council,2015,166,"£1,090,178","£248,193","£6,567",community-Birmingham City Council
community,Birmingham City Council,2016,64,"£528,059","£124,097","£8,251",community-Birmingham City Council
community,Birmingham City Council,2017,12,"£105,034","£55,634","£8,753",community-Birmingham City Council
community,"Calouste Gulbenkian Foundation, UK Branch",2013,1,"£20,000","£20,000","£20,000","community-Calouste Gulbenkian Foundation, UK Branch"
community,"Calouste Gulbenkian Foundation, UK Branch",2014,2,"£162,000","£150,000","£81,000","community-Calouste Gulbenkian Foundation, UK Branch"
community,"Calouste Gulbenkian Foundation, UK Branch",2015,4,"£151,000","£72,000","£37,750","community-Calouste Gulbenkian Foundation, UK Branch"
community,"Calouste Gulbenkian Foundation, UK Branch",2016,2,"£33,500","£20,000","£16,750","community-Calouste Gulbenkian Foundation, UK Branch"
community,"Calouste Gulbenkian Foundation, UK Branch",2017,3,"£138,635","£84,000","£46,212","community-Calouste Gulbenkian Foundation, UK Branch"
community,Cheshire Community Foundation,2016,62,"£268,376","£24,500","£4,329",community-Cheshire Community Foundation
community,Cheshire Community Foundation,2017,62,"£380,930","£25,000","£6,144",community-Cheshire Community Foundation
community,City Bridge Trust,2014,8,"£715,350","£146,900","£89,419",community-City Bridge Trust
community,City Bridge Trust,2015,12,"£795,750","£122,000","£66,313",community-City Bridge Trust
community,City Bridge Trust,2016,15,"£1,260,525","£180,000","£84,035",community-City Bridge Trust
community,City Bridge Trust,2017,13,"£1,018,690","£200,000","£78,361",community-City Bridge Trust
community,Co-operative Group,2017,1209,"£2,888,075","£14,163","£2,389",community-Co-operative Group
community,Community Foundation for Surrey,2016,32,"£94,779","£12,500","£2,962",community-Community Foundation for Surrey
community,Community Foundation for Surrey,2017,17,"£35,556","£4,975","£2,092",community-Community Foundation for Surrey
community,Community Foundation serving Tyne & Wear and Northumberland,2015,44,"£285,178","£38,739","£6,481",community-Community Foundation serving Tyne & Wear and Northumberland
community,Community Foundation serving Tyne & Wear and Northumberland,2016,54,"£202,456","£25,000","£3,749",community-Community Foundation serving Tyne & Wear and Northumberland
community,Community Foundation serving Tyne & Wear and Northumberland,2017,19,"£105,528","£37,312","£5,554",community-Community Foundation serving Tyne & Wear and Northumberland
community,Corra Foundation,2015,5,"£20,000","£5,000","£4,000",community-Corra Foundation
community,Corra Foundation,2016,5,"£21,500","£5,000","£4,300",community-Corra Foundation
community,Corra Foundation,2017,7,"£30,000","£5,000","£4,286",community-Corra Foundation
community,Dundee City Council,2016,1,"£15,630","£15,630","£15,630",community-Dundee City Council
community,Essex Community Foundation,2016,14,"£67,877","£13,746","£4,848",community-Essex Community Foundation
community,Essex Community Foundation,2017,43,"£395,868","£105,000","£9,206",community-Essex Community Foundation
community,Heart Of England Community Foundation,2016,27,"£129,449","£75,000","£4,794",community-Heart Of England Community Foundation
community,Heart Of England Community Foundation,2017,45,"£222,982","£50,000","£4,955",community-Heart Of England Community Foundation
community,Indigo Trust,2011,1,"£11,320","£11,320","£11,320",community-Indigo Trust
community,Indigo Trust,2012,1,"£5,000","£5,000","£5,000",community-Indigo Trust
community,Indigo Trust,2014,2,"£32,461","£17,008","£16,230",community-Indigo Trust
community,Indigo Trust,2015,4,"£30,800","£10,800","£7,700",community-Indigo Trust
community,Indigo Trust,2016,2,"£31,015","£21,015","£15,508",community-Indigo Trust
community,Indigo Trust,2017,2,"£33,000","£18,000","£16,500",community-Indigo Trust
community,Joseph Rowntree Charitable Trust,2017,5,"£262,929","£100,000","£52,586",community-Joseph Rowntree Charitable Trust
community,Joseph Rowntree Foundation,2016,4,"£20,000","£5,000","£5,000",community-Joseph Rowntree Foundation
community,Joseph Rowntree Foundation,2017,5,"£22,242","£9,974","£4,448",community-Joseph Rowntree Foundation
community,LandAid Charitable Trust,2013,3,"£90,600","£45,600","£30,200",community-LandAid Charitable Trust
community,LandAid Charitable Trust,2014,2,"£98,000","£49,000","£49,000",community-LandAid Charitable Trust
community,LandAid Charitable Trust,2015,2,"£40,000","£20,000","£20,000",community-LandAid Charitable Trust
community,LandAid Charitable Trust,2016,1,"£75,000","£75,000","£75,000",community-LandAid Charitable Trust
community,Lankelly Chase Foundation,2014,3,"£357,915","£233,114","£119,305",community-Lankelly Chase Foundation
community,Lankelly Chase Foundation,2015,4,"£370,345","£150,000","£92,586",community-Lankelly Chase Foundation
community,Lankelly Chase Foundation,2016,2,"£497,654","£249,829","£248,827",community-Lankelly Chase Foundation
community,Lankelly Chase Foundation,2017,2,"£396,511","£284,011","£198,256",community-Lankelly Chase Foundation
community,Lloyd's Register Foundation,2012,1,"£436,850","£436,850","£436,850",community-Lloyd's Register Foundation
community,Lloyd's Register Foundation,2014,1,"£204,000","£204,000","£204,000",community-Lloyd's Register Foundation
community,Lloyd's Register Foundation,2016,2,"£108,200","£102,200","£54,100",community-Lloyd's Register Foundation
community,Lloyd's Register Foundation,2017,1,"£900,000","£900,000","£900,000",community-Lloyd's Register Foundation
community,Lloyds Bank Foundation for England and Wales,2010,38,"£1,139,000","£341,000","£29,974",community-Lloyds Bank Foundation for England and Wales
community,Lloyds Bank Foundation for England and Wales,2011,43,"£1,216,700","£59,700","£28,295",community-Lloyds Bank Foundation for England and Wales
community,Lloyds Bank Foundation for England and Wales,2012,36,"£883,818","£50,000","£24,551",community-Lloyds Bank Foundation for England and Wales
community,Lloyds Bank Foundation for England and Wales,2013,171,"£3,823,835","£40,500","£22,362",community-Lloyds Bank Foundation for England and Wales
community,Lloyds Bank Foundation for England and Wales,2014,108,"£2,883,744","£75,000","£26,701",community-Lloyds Bank Foundation for England and Wales
community,Lloyds Bank Foundation for England and Wales,2015,42,"£1,964,382","£75,000","£46,771",community-Lloyds Bank Foundation for England and Wales
community,Lloyds Bank Foundation for England and Wales,2016,38,"£1,622,330","£75,000","£42,693",community-Lloyds Bank Foundation for England and Wales
community,Lloyds Bank Foundation for England and Wales,2017,34,"£1,611,985","£100,000","£47,411",community-Lloyds Bank Foundation for England and Wales
community,London Borough of Barnet,2016,1,"£2,000","£2,000","£2,000",community-London Borough of Barnet
community,London Borough of Barnet,2017,3,"£9,480","£5,000","£3,160",community-London Borough of Barnet
community,London Borough of Southwark,2016,50,"£2,596,659","£274,233","£51,933",community-London Borough of Southwark
community,London Catalyst,2012,4,"£12,000","£4,000","£3,000",community-London Catalyst
community,London Catalyst,2013,4,"£13,000","£5,000","£3,250",community-London Catalyst
community,London Catalyst,2014,5,"£22,000","£8,000","£4,400",community-London Catalyst
community,London Catalyst,2015,9,"£28,224","£5,000","£3,136",community-London Catalyst
community,London Catalyst,2016,6,"£21,000","£5,000","£3,500",community-London Catalyst
community,London Catalyst,2017,6,"£20,250","£5,000","£3,375",community-London Catalyst
community,London Councils,2013,6,"£4,798,584","£1,565,548","£799,764",community-London Councils
community,London Councils,2017,1,"£593,776","£593,776","£593,776",community-London Councils
community,Macc,2014,7,"£162,892","£49,581","£23,270",community-Macc
community,Macc,2016,17,"£146,947","£10,000","£8,644",community-Macc
community,Macc,2017,2,"£2,500","£2,000","£1,250",community-Macc
community,Masonic Charitable Foundation,2016,3,"£140,738","£75,738","£46,913",community-Masonic Charitable Foundation
community,Nationwide Foundation,2009,7,"£595,890","£300,000","£85,127",community-Nationwide Foundation
community,Nationwide Foundation,2010,7,"£33,714","£5,000","£4,816",community-Nationwide Foundation
community,Nationwide Foundation,2011,6,"£29,659","£5,000","£4,943",community-Nationwide Foundation
community,Nationwide Foundation,2012,2,"£9,555","£4,822","£4,778",community-Nationwide Foundation
community,Nationwide Foundation,2015,2,"£178,983","£169,483","£89,492",community-Nationwide Foundation
community,Nationwide Foundation,2016,2,"£194,429","£160,457","£97,214",community-Nationwide Foundation
community,Nationwide Foundation,2017,2,"£434,513","£350,923","£217,256",community-Nationwide Foundation
community,Nesta,2011,1,"£100,000","£100,000","£100,000",community-Nesta
community,Nesta,2013,3,"£184,890","£84,890","£61,630",community-Nesta
community,Nesta,2014,3,"£382,163","£228,011","£127,388",community-Nesta
community,Nesta,2016,2,"£59,345","£54,345","£29,673",community-Nesta
community,One Manchester,2015,5,"£8,300","£5,000","£1,660",community-One Manchester
community,One Manchester,2016,8,"£19,500","£5,000","£2,438",community-One Manchester
community,Oxford City Council,2014,2,"£13,000","£10,000","£6,500",community-Oxford City Council
community,Oxford City Council,2015,3,"£18,439","£10,000","£6,146",community-Oxford City Council
community,Oxford City Council,2016,3,"£16,985","£7,500","£5,662",community-Oxford City Council
community,Oxford City Council,2017,6,"£217,475","£122,611","£36,246",community-Oxford City Council
community,Oxfordshire Community Foundation,2013,9,"£18,363","£7,527","£2,040",community-Oxfordshire Community Foundation
community,Oxfordshire Community Foundation,2014,14,"£23,250","£4,500","£1,661",community-Oxfordshire Community Foundation
community,Oxfordshire Community Foundation,2015,12,"£96,278","£50,000","£8,023",community-Oxfordshire Community Foundation
