"theme","fundersTop10","country","year","recipients","totalAwarded","maxAwarded","avgAwarded"
"child","The Big Lottery Fund","India",2016,1,1675,1675,1675
"child","The Big Lottery Fund","Indonesia",2005,1,4540,4540,4540
"child","The Big Lottery Fund","Indonesia",2007,3,530064,518329,176688
"child","The Big Lottery Fund","Indonesia",2008,1,520922,520922,520922
"child","The Big Lottery Fund","Iran",2004,1,5000,5000,5000
"child","The Big Lottery Fund","Iran",2005,1,58000,58000,58000
"child","The Big Lottery Fund","Iran",2009,1,198383,198383,198383
"child","The Big Lottery Fund","Iran",2015,1,9988,9988,9988
"child","The Big Lottery Fund","Iran",2016,1,10000,10000,10000
"child","The Big Lottery Fund","Iran",2017,1,245016,245016,245016
"child","The Big Lottery Fund","Iraq",2004,1,54520,54520,54520
"child","The Big Lottery Fund","Iraq",2010,1,6600,6600,6600
"child","The Big Lottery Fund","Ireland",2004,5,216001,125818,43200.2
"child","The Big Lottery Fund","Ireland",2005,4,374831,347062,93707.75
"child","The Big Lottery Fund","Ireland",2006,2,13321,10000,6660.5
"child","The Big Lottery Fund","Ireland",2007,2,180474,178514,90237
"child","The Big Lottery Fund","Ireland",2008,3,404183,384578,134727.666666667
"child","The Big Lottery Fund","Ireland",2009,2,1272403,1077658,636201.5
"child","The Big Lottery Fund","Ireland",2010,3,22770,10000,7590
"child","The Big Lottery Fund","Ireland",2011,4,922262,9e+05,230565.5
"child","The Big Lottery Fund","Ireland",2012,3,28367,10000,9455.66666666667
"child","The Big Lottery Fund","Ireland",2013,5,46647,10000,9329.4
"child","The Big Lottery Fund","Ireland",2015,10,3629697,7e+05,362969.7
"child","The Big Lottery Fund","Ireland",2016,5,487439,419808,97487.8
"child","The Big Lottery Fund","Ireland",2017,4,2539064,1563114,634766
"child","The Big Lottery Fund","Israel",2005,1,4886,4886,4886
"child","The Big Lottery Fund","Israel",2006,1,10000,10000,10000
"child","The Big Lottery Fund","Jamaica",2007,1,5000,5000,5000
"child","The Big Lottery Fund","Jamaica",2008,1,5150,5150,5150
"child","The Big Lottery Fund","Jamaica",2017,1,10000,10000,10000
"child","The Big Lottery Fund","Japan",2004,1,2700,2700,2700
"child","The Big Lottery Fund","Japan",2005,1,810,810,810
"child","The Big Lottery Fund","Japan",2008,1,10000,10000,10000
"child","The Big Lottery Fund","Kenya",2006,1,5000,5000,5000
"child","The Big Lottery Fund","Kenya",2007,2,509500,5e+05,254750
"child","The Big Lottery Fund","Kenya",2008,3,471678.46,461261.46,157226.153333333
"child","The Big Lottery Fund","Kenya",2012,3,522793,5e+05,174264.333333333
"child","The Big Lottery Fund","Kenya",2013,3,997282,505000,332427.333333333
"child","The Big Lottery Fund","Kyrgyzstan",2013,1,504870,504870,504870
"child","The Big Lottery Fund","Lebanon",2012,1,12500,12500,12500
"child","The Big Lottery Fund","Lithuania",2015,1,9735,9735,9735
"child","The Big Lottery Fund","Lithuania",2016,1,9985,9985,9985
"child","The Big Lottery Fund","Malawi",2006,1,2600,2600,2600
"child","The Big Lottery Fund","Malawi",2013,2,11500,6500,5750
"child","The Big Lottery Fund","Mongolia",2011,1,1317,1317,1317
"child","The Big Lottery Fund","Mozambique",2012,1,499857,499857,499857
"child","The Big Lottery Fund","Myanmar",2011,1,4693,4693,4693
"child","The Big Lottery Fund","Nepal",2006,1,225944,225944,225944
"child","The Big Lottery Fund","Niger",2005,1,77587,77587,77587
"child","The Big Lottery Fund","Nigeria",2006,1,363562,363562,363562
"child","The Big Lottery Fund","Nigeria",2010,1,10000,10000,10000
"child","The Big Lottery Fund","Norway",2004,1,17000,17000,17000
"child","The Big Lottery Fund","Pakistan",2004,4,17360,5000,4340
"child","The Big Lottery Fund","Pakistan",2005,4,588234,483614,147058.5
"child","The Big Lottery Fund","Pakistan",2007,1,9650,9650,9650
"child","The Big Lottery Fund","Pakistan",2009,1,233634,233634,233634
"child","The Big Lottery Fund","Pakistan",2011,2,19398,9903,9699
"child","The Big Lottery Fund","Pakistan",2014,1,2250,2250,2250
"child","The Big Lottery Fund","Pakistan",2015,1,9920,9920,9920
"child","The Big Lottery Fund","Pakistan",2017,1,9990,9990,9990
"child","The Big Lottery Fund","Palestine",2004,1,4920,4920,4920
"child","The Big Lottery Fund","Peru",2007,1,481295,481295,481295
"child","The Big Lottery Fund","Philippines",2006,1,153787,153787,153787
"child","The Big Lottery Fund","Poland",2004,1,4200,4200,4200
"child","The Big Lottery Fund","Poland",2005,1,5000,5000,5000
"child","The Big Lottery Fund","Romania",2006,1,398233,398233,398233
"child","The Big Lottery Fund","Russia",2004,5,128905,113100,25781
"child","The Big Lottery Fund","Russia",2005,2,196511,191521,98255.5
"child","The Big Lottery Fund","Russia",2006,2,9704,4900,4852
"child","The Big Lottery Fund","Russia",2007,1,9880,9880,9880
"child","The Big Lottery Fund","Russia",2009,2,19855,9965,9927.5
"child","The Big Lottery Fund","Russia",2011,2,13160,9960,6580
"child","The Big Lottery Fund","Russia",2012,2,14307,8883,7153.5
"child","The Big Lottery Fund","Russia",2016,1,8608,8608,8608
"child","The Big Lottery Fund","Russia",2017,1,10000,10000,10000
"child","The Big Lottery Fund","Rwanda",2009,1,7380,7380,7380
"child","The Big Lottery Fund","Rwanda",2015,1,50000,50000,50000
"child","The Big Lottery Fund","Serbia",2006,1,6576,6576,6576
"child","The Big Lottery Fund","Sierra Leone",2004,1,354527,354527,354527
"child","The Big Lottery Fund","Sierra Leone",2007,1,9500,9500,9500
"child","The Big Lottery Fund","Sierra Leone",2008,2,1023357,528710,511678.5
"child","The Big Lottery Fund","Sierra Leone",2012,2,124708,117468,62354
"child","The Big Lottery Fund","Sierra Leone",2017,1,7199,7199,7199
"child","The Big Lottery Fund","Slovakia",2011,1,7945,7945,7945
"child","The Big Lottery Fund","Somalia",2004,1,4912,4912,4912
"child","The Big Lottery Fund","Somalia",2005,1,5000,5000,5000
"child","The Big Lottery Fund","Somalia",2007,2,475327,466157,237663.5
"child","The Big Lottery Fund","Somalia",2008,1,10000,10000,10000
"child","The Big Lottery Fund","Somalia",2009,1,7360,7360,7360
"child","The Big Lottery Fund","South Africa",2004,1,2920,2920,2920
"child","The Big Lottery Fund","South Africa",2006,1,5000,5000,5000
"child","The Big Lottery Fund","South Africa",2007,4,580736,330481,145184
"child","The Big Lottery Fund","South Africa",2011,1,9922,9922,9922
"child","The Big Lottery Fund","South Africa",2012,1,495956,495956,495956
"child","The Big Lottery Fund","Spain",2005,1,5000,5000,5000
"child","The Big Lottery Fund","Sri Lanka",2007,1,5095,5095,5095
"child","The Big Lottery Fund","Sri Lanka",2008,3,497034,484099,165678
"child","The Big Lottery Fund","Sri Lanka",2010,1,6267,6267,6267
"child","The Big Lottery Fund","Sri Lanka",2012,1,2000,2000,2000
"child","The Big Lottery Fund","Sri Lanka",2013,1,7900,7900,7900
"child","The Big Lottery Fund","Sudan",2004,1,4900,4900,4900
"child","The Big Lottery Fund","Sudan",2005,4,619652,557210,154913
"child","The Big Lottery Fund","Sudan",2007,1,9800,9800,9800
"child","The Big Lottery Fund","Sudan",2008,1,5850,5850,5850
"child","The Big Lottery Fund","Sudan",2013,1,7711,7711,7711
"child","The Big Lottery Fund","Sudan",2015,1,9905,9905,9905
"child","The Big Lottery Fund","Sudan",2016,1,9996,9996,9996
"child","The Big Lottery Fund","Sweden",2012,1,10000,10000,10000
"child","The Big Lottery Fund","Syria",2016,2,357104,347105,178552
"child","The Big Lottery Fund","Syria",2017,1,5470,5470,5470
"child","The Big Lottery Fund","Tanzania",2005,1,355829,355829,355829
"child","The Big Lottery Fund","Tanzania",2006,1,7160,7160,7160
"child","The Big Lottery Fund","Tanzania",2008,1,440180,440180,440180
"child","The Big Lottery Fund","Tanzania",2013,1,497793,497793,497793
"child","The Big Lottery Fund","Thailand",2006,1,9790,9790,9790
"child","The Big Lottery Fund","Thailand",2008,1,497353,497353,497353
"child","The Big Lottery Fund","Uganda",2005,1,189970,189970,189970
"child","The Big Lottery Fund","Uganda",2006,1,508346,508346,508346
"child","The Big Lottery Fund","Uganda",2007,2,11965,10000,5982.5
"child","The Big Lottery Fund","Uganda",2012,2,268812,265357,134406
"child","The Big Lottery Fund","Uganda",2013,4,1026836,503817,256709
"child","The Big Lottery Fund","Ukraine",2007,1,5e+05,5e+05,5e+05
"child","The Big Lottery Fund","United Kingdom",2004,1,5000,5000,5000
"child","The Big Lottery Fund","United Kingdom",2008,1,9210,9210,9210
"child","The Big Lottery Fund","Vietnam",2004,2,4970,3670,2485
"child","The Big Lottery Fund","Vietnam",2005,2,662257,465730,331128.5
"child","The Big Lottery Fund","Yemen",2005,1,138253,138253,138253
"child","The Big Lottery Fund","Yemen",2006,1,296478,296478,296478
"child","The Big Lottery Fund","Yemen",2007,1,10000,10000,10000
"child","The Big Lottery Fund","Yemen",2008,1,10000,10000,10000
"child","The Big Lottery Fund","Yemen",2012,2,14442,9102,7221
"child","The Big Lottery Fund","Zambia",2007,1,10000,10000,10000
"child","The Big Lottery Fund","Zimbabwe",2005,2,148038,143038,74019
"child","The Big Lottery Fund","Zimbabwe",2006,3,412086,403463,137362
"child","The Big Lottery Fund","Zimbabwe",2007,2,493937,483937,246968.5
"child","The Big Lottery Fund","Zimbabwe",2008,1,3250,3250,3250
"child","The Big Lottery Fund","Zimbabwe",2010,1,7758,7758,7758
"child","The Big Lottery Fund",NA,2004,2045,80400773,1.7e+07,39315.7814180929
"child","The Big Lottery Fund",NA,2005,3063,69374650,1070524,22649.2491021874
"child","The Big Lottery Fund",NA,2006,3175,96004053,21534384,30237.497007874
"child","The Big Lottery Fund",NA,2007,2420,220214551,24622323,90997.7483471074
"child","The Big Lottery Fund",NA,2008,2069,73336279.25,2500775,35445.2775495408
"child","The Big Lottery Fund",NA,2009,1669,52898653,1198964,31694.8190533253
"child","The Big Lottery Fund",NA,2010,1541,52728650.95,5e+06,34217.1647955873
"child","The Big Lottery Fund",NA,2011,1834,72168432.47,1600000,39350.2903326063
"child","The Big Lottery Fund",NA,2012,1897,101377480.13,25880000,53440.9489351608
"child","The Big Lottery Fund",NA,2013,1791,81666140.96,3187605,45598.068654383
"child","The Big Lottery Fund",NA,2014,578,17387286.53,1065439,30081.8106055363
"child","The Big Lottery Fund",NA,2015,1707,73692577,1134512,43170.8125366139
"child","The Big Lottery Fund",NA,2016,2331,92445737,5770733,39659.2608322608
"child","The Big Lottery Fund",NA,2017,1824,58679280,1812221,32170.6578947368
"child","The Wellcome Trust","Australia",2017,1,1237585,1237585,1237585
"child","The Wellcome Trust","Bangladesh",2008,3,5636183,5496183,1878727.66666667
"child","The Wellcome Trust","Bangladesh",2011,1,60508,60508,60508
"child","The Wellcome Trust","Botswana",2014,1,29922,29922,29922
"child","The Wellcome Trust","Brazil",2007,3,189533,93511,63177.6666666667
"child","The Wellcome Trust","Brazil",2008,1,250000,250000,250000
"child","The Wellcome Trust","Brazil",2009,2,539040,483661,269520
"child","The Wellcome Trust","Brazil",2013,1,4000,4000,4000
"child","The Wellcome Trust","Brazil",2016,2,155013,89730,77506.5
"child","The Wellcome Trust","Brazil",2017,2,122103,67103,61051.5
"child","The Wellcome Trust","Burkina Faso",2010,2,4136911,2511036,2068455.5
"child","The Wellcome Trust","Burkina Faso",2014,1,121031,121031,121031
"child","The Wellcome Trust","Burkina Faso",2015,6,2483258,1704931,413876.333333333
"child","The Wellcome Trust","Burkina Faso",2016,1,620589,620589,620589
"child","The Wellcome Trust","Cambodia",2008,1,130210,130210,130210
"child","The Wellcome Trust","Canada",2013,1,700322,700322,700322
"child","The Wellcome Trust","Chile",2008,1,120393,120393,120393
"child","The Wellcome Trust","China",2015,1,39800,39800,39800
"child","The Wellcome Trust","Cuba",2006,1,5000,5000,5000
"child","The Wellcome Trust","Cuba",2009,1,15008,15008,15008
"child","The Wellcome Trust","Denmark",2008,1,1055397,1055397,1055397
"child","The Wellcome Trust","Ecuador",2006,1,65386,65386,65386
"child","The Wellcome Trust","Ecuador",2009,1,131344,131344,131344
"child","The Wellcome Trust","Ecuador",2010,1,14513,14513,14513
"child","The Wellcome Trust","Ecuador",2012,1,63570,63570,63570
"child","The Wellcome Trust","Ecuador",2014,1,359019,359019,359019
"child","The Wellcome Trust","Egypt",2011,1,30000,30000,30000
"child","The Wellcome Trust","Egypt",2013,1,30000,30000,30000
"child","The Wellcome Trust","Ethiopia",2006,1,203162,203162,203162
"child","The Wellcome Trust","Ethiopia",2007,1,298782,298782,298782
"child","The Wellcome Trust","Ethiopia",2008,2,80945,79365,40472.5
"child","The Wellcome Trust","Ethiopia",2010,1,106586,106586,106586
"child","The Wellcome Trust","Ethiopia",2011,1,97406,97406,97406
"child","The Wellcome Trust","Ethiopia",2014,1,39879,39879,39879
"child","The Wellcome Trust","Ethiopia",2015,4,1445542,603708,361385.5
"child","The Wellcome Trust","Fiji",2006,1,6750,6750,6750
"child","The Wellcome Trust","France",2010,1,1102510,1102510,1102510
"child","The Wellcome Trust","Gabon",2006,1,10190,10190,10190
"child","The Wellcome Trust","Georgia",2014,1,1211871,1211871,1211871
"child","The Wellcome Trust","Georgia",2015,1,164459,164459,164459
"child","The Wellcome Trust","Georgia",2016,2,1016923,538207,508461.5
"child","The Wellcome Trust","Ghana",2008,3,4000,1500,1333.33333333333
"child","The Wellcome Trust","Ghana",2015,2,58194,29800,29097
"child","The Wellcome Trust","Greece",2008,1,2170,2170,2170
"child","The Wellcome Trust","Guatemala",2009,3,641183,350865,213727.666666667
"child","The Wellcome Trust","Guinea",2007,1,21100,21100,21100
"child","The Wellcome Trust","India",2006,2,541051,391289,270525.5
"child","The Wellcome Trust","India",2007,4,397664,379214,99416
"child","The Wellcome Trust","India",2008,1,472265,472265,472265
"child","The Wellcome Trust","India",2010,7,5639848,2573087,805692.571428571
"child","The Wellcome Trust","India",2011,2,314087,230872,157043.5
"child","The Wellcome Trust","India",2012,5,674215,317685,134843
"child","The Wellcome Trust","India",2013,2,726498,634398,363249
"child","The Wellcome Trust","India",2014,4,184736,110330,46184
"child","The Wellcome Trust","India",2015,2,723779,445440,361889.5
"child","The Wellcome Trust","India",2016,1,250000,250000,250000
"child","The Wellcome Trust","Indonesia",2012,1,516214,516214,516214
"child","The Wellcome Trust","Iraq",2013,1,9500,9500,9500
"child","The Wellcome Trust","Ireland",2006,2,300726,206326,150363
"child","The Wellcome Trust","Ireland",2007,1,1500,1500,1500
"child","The Wellcome Trust","Ireland",2009,1,393929,393929,393929
"child","The Wellcome Trust","Ireland",2011,1,2895,2895,2895
"child","The Wellcome Trust","Ireland",2012,1,3187,3187,3187
"child","The Wellcome Trust","Ireland",2014,1,30042,30042,30042
"child","The Wellcome Trust","Ireland",2016,1,4462,4462,4462
"child","The Wellcome Trust","Ireland",2017,1,0,0,0
"child","The Wellcome Trust","Israel",2012,1,229613,229613,229613
"child","The Wellcome Trust","Italy",2016,1,24659,24659,24659
"child","The Wellcome Trust","Jamaica",2006,1,297190,297190,297190
"child","The Wellcome Trust","Jamaica",2011,1,351892,351892,351892
"child","The Wellcome Trust","Jamaica",2014,1,238770,238770,238770
"child","The Wellcome Trust","Japan",2009,1,343861,343861,343861
"child","The Wellcome Trust","Japan",2016,1,653257,653257,653257
"child","The Wellcome Trust","Kenya",2005,1,35147,35147,35147
"child","The Wellcome Trust","Kenya",2006,3,518315,309625,172771.666666667
"child","The Wellcome Trust","Kenya",2007,8,9111130,2902655,1138891.25
"child","The Wellcome Trust","Kenya",2008,12,8841452,2902597,736787.666666667
"child","The Wellcome Trust","Kenya",2009,3,297706,130273,99235.3333333333
"child","The Wellcome Trust","Kenya",2010,7,34993582,32168257,4999083.14285714
"child","The Wellcome Trust","Kenya",2011,3,541738,439515,180579.333333333
"child","The Wellcome Trust","Kenya",2012,1,36996,36996,36996
"child","The Wellcome Trust","Kenya",2013,6,679356,252304,113226
"child","The Wellcome Trust","Kenya",2014,5,1539856,403747,307971.2
"child","The Wellcome Trust","Kenya",2015,3,16646118,16433919,5548706
"child","The Wellcome Trust","Kenya",2016,3,1923703,693280,641234.333333333
"child","The Wellcome Trust","Kenya",2017,4,3484855,2553243,871213.75
"child","The Wellcome Trust","Malawi",2006,3,564320,526053,188106.666666667
"child","The Wellcome Trust","Malawi",2007,3,154393,119247,51464.3333333333
"child","The Wellcome Trust","Malawi",2008,5,217278,62528,43455.6
"child","The Wellcome Trust","Malawi",2009,2,673226,373143,336613
